"dog_id" "context_id" "day_since_arrival" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
11 2 0 NA NA NA
11 3 0 "[FR] Friendly" 1 1
11 4 0 "[EX] Excitable" 2 1
11 5 0 "[VO] Vocal" 2 1
11 6 0 "[RE] Relaxed" 1 1
11 7 0 "[RE] Relaxed" 1 1
11 8 0 "[RE] Relaxed" 1 1
11 1 1 NA NA NA
11 2 1 "[FR] Friendly" 1 1
11 3 1 "[FR] Friendly" 1 1
11 4 1 "[RE] Relaxed" 1 1
11 5 1 "[VO] Vocal" 2 1
11 6 1 "[RE] Relaxed" 1 1
11 7 1 "[PL] Playful" 2 1
11 8 1 "[RE] Relaxed" 1 1
11 1 2 NA NA NA
11 2 2 "[FR] Friendly" 1 1
11 3 2 "[FR] Friendly" 1 1
11 4 2 "[UAV] Uncomfortable Avoids" 5 2
11 5 2 NA NA NA
11 6 2 "[RE] Relaxed" 1 1
11 7 2 "[PL] Playful" 2 1
11 8 2 "[NM] Not Motivated" 3 1
11 1 3 NA NA NA
11 2 3 NA NA NA
11 3 3 NA NA NA
11 4 3 NA NA NA
11 5 3 NA NA NA
11 6 3 NA NA NA
11 7 3 NA NA NA
11 8 3 NA NA NA
11 1 4 "[PL] Playful" 2 1
11 2 4 NA NA NA
11 3 4 "[FR] Friendly" 1 1
11 4 4 "[RE] Relaxed" 1 1
11 5 4 "[RE] Relaxed" 1 1
11 6 4 "[RE] Relaxed" 1 1
11 7 4 NA NA NA
11 8 4 "[RE] Relaxed" 1 1
11 1 5 "[FR] Friendly" 1 1
11 2 5 NA NA NA
11 3 5 NA NA NA
11 4 5 "[none]" NA NA
11 5 5 NA NA NA
11 6 5 NA NA NA
11 7 5 NA NA NA
11 8 5 NA NA NA
11 1 6 "[PL] Playful" 2 1
11 2 6 NA NA NA
11 3 6 "[FR] Friendly" 1 1
11 4 6 "[RE] Relaxed" 1 1
11 5 6 "[RE] Relaxed" 1 1
11 6 6 "[UN] Unsure" 4 1
11 7 6 "[RE] Relaxed" 1 1
11 8 6 "[RE] Relaxed" 1 1
11 1 7 NA NA NA
11 2 7 "[FR] Friendly" 1 1
11 3 7 "[FR] Friendly" 1 1
11 4 7 "[RE] Relaxed" 1 1
11 5 7 "[ST] Stressed" 4 1
11 6 7 "[RE] Relaxed" 1 1
11 7 7 "[RE] Relaxed" 1 1
11 8 7 "[NM] Not Motivated" 3 1
11 1 8 "[PL+] Playful+" 13 2
11 2 8 NA NA NA
11 3 8 "[FR] Friendly" 1 1
11 4 8 "[none]" NA NA
11 5 8 "[ST] Stressed" 4 1
11 6 8 "[EX] Excitable" 2 1
11 7 8 NA NA NA
11 8 8 NA NA NA
11 1 9 NA NA NA
11 2 9 "[EX] Excitable" 2 1
11 3 9 NA NA NA
11 4 9 "[RE] Relaxed" 1 1
11 5 9 "[RE] Relaxed" 1 1
11 6 9 "[RE] Relaxed" 1 1
11 7 9 NA NA NA
11 8 9 "[RE] Relaxed" 1 1
11 1 10 NA NA NA
11 2 10 NA NA NA
11 3 10 NA NA NA
11 4 10 NA NA NA
11 5 10 NA NA NA
11 6 10 NA NA NA
11 7 10 NA NA NA
11 8 10 NA NA NA
11 1 11 "[OS] Overstimulated" 14 3
11 2 11 NA NA NA
11 3 11 NA NA NA
11 4 11 "[none]" NA NA
11 5 11 NA NA NA
11 6 11 NA NA NA
11 7 11 NA NA NA
11 8 11 NA NA NA
11 1 12 "[PL] Playful" 2 1
11 2 12 NA NA NA
11 3 12 "[EX] Excitable" 2 1
11 4 12 "[none]" NA NA
11 5 12 NA NA NA
11 6 12 "[EX] Excitable" 2 1
11 7 12 NA NA NA
11 8 12 NA NA NA
12 1 0 NA NA NA
12 2 0 NA NA NA
12 3 0 "[FR] Friendly" 1 1
12 4 0 "[RE] Relaxed" 1 1
12 5 0 "[RE] Relaxed" 1 1
12 6 0 "[EX] Excitable" 2 1
12 7 0 "[RE] Relaxed" 1 1
12 8 0 "[RE] Relaxed" 1 1
12 1 1 NA NA NA
12 2 1 "[FR] Friendly" 1 1
12 3 1 "[FR] Friendly" 1 1
12 4 1 "[RE] Relaxed" 1 1
12 5 1 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 1 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 7 1 "[PL] Playful" 2 1
12 8 1 "[RE] Relaxed" 1 1
12 1 2 NA NA NA
12 2 2 NA NA NA
12 3 2 "[FR] Friendly" 1 1
12 4 2 "[RE] Relaxed" 1 1
12 5 2 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 2 "[RE] Relaxed" 1 1
12 7 2 NA NA NA
12 8 2 "[RE] Relaxed" 1 1
12 1 3 NA NA NA
12 2 3 NA NA NA
12 3 3 NA NA NA
12 4 3 NA NA NA
12 5 3 NA NA NA
12 6 3 NA NA NA
12 7 3 NA NA NA
12 8 3 NA NA NA
12 1 4 "[FR] Friendly" 1 1
12 2 4 NA NA NA
12 3 4 "[EX] Excitable" 2 1
12 4 4 "[EX] Excitable" 2 1
12 5 4 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 4 "[EX] Excitable" 2 1
12 7 4 "[PL] Playful" 2 1
12 8 4 "[PL] Playful" 2 1
12 1 5 "[SE] Sexual" 5 2
12 2 5 "[FR] Friendly" 1 1
12 3 5 "[FR] Friendly" 1 1
12 4 5 "[RE] Relaxed" 1 1
12 5 5 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 5 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 7 5 "[PL] Playful" 2 1
12 8 5 "[RE] Relaxed" 1 1
12 1 6 NA NA NA
12 2 6 "[OS] Overstimulated" 11 3
12 3 6 "[FR] Friendly" 1 1
12 4 6 "[RE] Relaxed" 1 1
12 5 6 "[ST] Stressed" 4 1
12 6 6 "[ST+] Stressed+" 5 2
12 7 6 "[PL] Playful" 2 1
12 8 6 "[RE] Relaxed" 1 1
12 1 7 NA NA NA
12 2 7 NA NA NA
12 3 7 "[FR] Friendly" 1 1
12 4 7 "[RE] Relaxed" 1 1
12 5 7 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 7 NA NA NA
12 7 7 "[PL] Playful" 2 1
12 8 7 "[RE] Relaxed" 1 1
12 1 8 NA NA NA
12 2 8 "[FR] Friendly" 1 1
12 3 8 NA NA NA
12 4 8 NA NA NA
12 5 8 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 8 "[RE] Relaxed" 1 1
12 7 8 NA NA NA
12 8 8 "[RE] Relaxed" 1 1
12 1 9 NA NA NA
12 2 9 NA NA NA
12 3 9 "[FR] Friendly" 1 1
12 4 9 "[ST] Stressed" 4 1
12 5 9 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 9 "[RE] Relaxed" 1 1
12 7 9 NA NA NA
12 8 9 "[RE] Relaxed" 1 1
12 1 10 NA NA NA
12 2 10 NA NA NA
12 3 10 "[FR] Friendly" 1 1
12 4 10 "[RE] Relaxed" 1 1
12 5 10 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 10 "[RE] Relaxed" 1 1
12 7 10 "[PL] Playful" 2 1
12 8 10 "[RE] Relaxed" 1 1
12 1 11 NA NA NA
12 2 11 NA NA NA
12 3 11 "[FR] Friendly" 1 1
12 4 11 "[EX] Excitable" 2 1
12 5 11 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 11 "[ST+] Stressed+" 5 2
12 7 11 "[PL] Playful" 2 1
12 8 11 "[RE] Relaxed" 1 1
12 1 12 NA NA NA
12 2 12 "[EX] Excitable" 2 1
12 3 12 NA NA NA
12 4 12 "[EX] Excitable" 2 1
12 5 12 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 12 "[EX] Excitable" 2 1
12 7 12 "[PL] Playful" 2 1
12 8 12 "[RE] Relaxed" 1 1
12 1 13 NA NA NA
12 2 13 "[ST+] Stressed+" 8 2
12 3 13 "[EX] Excitable" 2 1
12 4 13 "[RE] Relaxed" 1 1
12 5 13 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 13 "[ST+] Stressed+" 5 2
12 7 13 "[PL] Playful" 2 1
12 8 13 "[PL] Playful" 2 1
12 1 14 "[RDNA] React to Dogs Non-Aggressive" 9 2
12 2 14 NA NA NA
12 3 14 NA NA NA
12 4 14 NA NA NA
12 5 14 NA NA NA
12 6 14 NA NA NA
12 7 14 NA NA NA
12 8 14 NA NA NA
12 1 15 "[PL] Playful" 2 1
12 2 15 NA NA NA
12 3 15 NA NA NA
12 4 15 NA NA NA
12 5 15 NA NA NA
12 6 15 NA NA NA
12 7 15 NA NA NA
12 8 15 NA NA NA
12 1 16 "[FR] Friendly" 2 1
12 2 16 NA NA NA
12 3 16 "[FR] Friendly" 1 1
12 4 16 "[RE] Relaxed" 1 1
12 5 16 NA NA NA
12 6 16 "[RE] Relaxed" 1 1
12 7 16 NA NA NA
12 8 16 "[RE] Relaxed" 1 1
12 1 17 NA NA NA
12 2 17 "[FR] Friendly" 1 1
12 3 17 "[EX] Excitable" 2 1
12 4 17 "[RE] Relaxed" 1 1
12 5 17 "[ST] Stressed" 4 1
12 6 17 "[EX] Excitable" 2 1
12 7 17 "[PL] Playful" 2 1
12 8 17 "[RE] Relaxed" 1 1
12 1 18 NA NA NA
12 2 18 NA NA NA
12 3 18 "[EX] Excitable" 2 1
12 4 18 "[RE] Relaxed" 1 1
12 5 18 "[ST] Stressed" 4 1
12 6 18 "[EX] Excitable" 2 1
12 7 18 "[PL] Playful" 2 1
12 8 18 "[RE] Relaxed" 1 1
12 1 19 "[FR] Friendly" 1 1
12 2 19 NA NA NA
12 3 19 NA NA NA
12 4 19 "[ST] Stressed" 4 1
12 5 19 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 19 NA NA NA
12 7 19 "[PL] Playful" 2 1
12 8 19 "[RE] Relaxed" 1 1
12 1 20 NA NA NA
12 2 20 NA NA NA
12 3 20 NA NA NA
12 4 20 NA NA NA
12 5 20 NA NA NA
12 6 20 NA NA NA
12 7 20 NA NA NA
12 8 20 NA NA NA
12 1 21 NA NA NA
12 2 21 NA NA NA
12 3 21 "[EX] Excitable" 2 1
12 4 21 "" 2 1
12 5 21 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 21 "[RE] Relaxed" 1 1
12 7 21 "[PL] Playful" 2 1
12 8 21 "[RE] Relaxed" 1 1
12 1 22 NA NA NA
12 2 22 NA NA NA
12 3 22 "[FR] Friendly" 1 1
12 4 22 "[EX] Excitable" 2 1
12 5 22 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 22 "[RE] Relaxed" 1 1
12 7 22 "[PL] Playful" 2 1
12 8 22 "[PL] Playful" 2 1
12 1 23 "[UAP] Uncomfortable Approaches" 12 2
12 2 23 NA NA NA
12 3 23 "[FR] Friendly" 1 1
12 4 23 "[EX] Excitable" 2 1
12 5 23 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 23 "[RE] Relaxed" 1 1
12 7 23 "[PL] Playful" 2 1
12 8 23 "[RE] Relaxed" 1 1
12 1 24 NA NA NA
12 2 24 "[FR] Friendly" 1 1
12 3 24 "[EX] Excitable" 2 1
12 4 24 "[EX] Excitable" 2 1
12 5 24 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 24 "[EX] Excitable" 2 1
12 7 24 "[RE] Relaxed" 1 1
12 8 24 "[RE] Relaxed" 1 1
12 1 25 NA NA NA
12 2 25 "[FR] Friendly" 1 1
12 3 25 NA NA NA
12 4 25 "[RE] Relaxed" 1 1
12 5 25 "[RE] Relaxed" 1 1
12 6 25 "[RE] Relaxed" 1 1
12 7 25 "[PL] Playful" 2 1
12 8 25 NA NA NA
12 1 26 NA NA NA
12 2 26 NA NA NA
12 3 26 "[EX] Excitable" 2 1
12 4 26 "[RE] Relaxed" 1 1
12 5 26 "[ST] Stressed" 4 1
12 6 26 "[RE] Relaxed" 1 1
12 7 26 "[RE] Relaxed" 1 1
12 8 26 "[RE] Relaxed" 1 1
12 1 27 NA NA NA
12 2 27 NA NA NA
12 3 27 NA NA NA
12 4 27 NA NA NA
12 5 27 NA NA NA
12 6 27 NA NA NA
12 7 27 NA NA NA
12 8 27 NA NA NA
12 1 28 NA NA NA
12 2 28 NA NA NA
12 3 28 "[EX] Excitable" 2 1
12 4 28 "[RPNA] React to People Non-Aggressive" 9 2
12 5 28 NA NA NA
12 6 28 "[RE] Relaxed" 1 1
12 7 28 NA NA NA
12 8 28 NA NA NA
12 1 29 NA NA NA
12 2 29 NA NA NA
12 3 29 NA NA NA
12 4 29 NA NA NA
12 5 29 NA NA NA
12 6 29 NA NA NA
12 7 29 NA NA NA
12 8 29 NA NA NA
12 1 30 NA NA NA
12 2 30 NA NA NA
12 3 30 "[FR] Friendly" 1 1
12 4 30 "[RE] Relaxed" 1 1
12 5 30 "[RDNA] React to Dogs Non-Aggressive" 6 2
12 6 30 "[RE] Relaxed" 1 1
12 7 30 NA NA NA
12 8 30 "[RE] Relaxed" 1 1
13 1 0 NA NA NA
13 2 0 NA NA NA
13 3 0 NA NA NA
13 4 0 NA NA NA
13 5 0 NA NA NA
13 6 0 NA NA NA
13 7 0 NA NA NA
13 8 0 NA NA NA
13 1 1 NA NA NA
13 2 1 NA NA NA
13 3 1 NA NA NA
13 4 1 NA NA NA
13 5 1 NA NA NA
13 6 1 NA NA NA
13 7 1 NA NA NA
13 8 1 NA NA NA
13 1 2 NA NA NA
13 2 2 "[EX] Excitable" 2 1
13 3 2 NA NA NA
13 4 2 "[EX] Excitable" 2 1
13 5 2 "[ST] Stressed" 4 1
13 6 2 "[EX] Excitable" 2 1
13 7 2 NA NA NA
13 8 2 "[RE] Relaxed" 1 1
13 1 3 NA NA NA
13 2 3 NA NA NA
13 3 3 "[EX] Excitable" 2 1
13 4 3 "[EX] Excitable" 2 1
13 5 3 "[ST] Stressed" 4 1
13 6 3 "[EX] Excitable" 2 1
13 7 3 NA NA NA
13 8 3 "[RE] Relaxed" 1 1
13 1 4 NA NA NA
13 2 4 NA NA NA
13 3 4 "[FR] Friendly" 1 1
13 4 4 "[EX] Excitable" 2 1
13 5 4 "[ST] Stressed" 4 1
13 6 4 NA NA NA
13 7 4 NA NA NA
13 8 4 "[RE] Relaxed" 1 1
14 1 0 "[IN] Independent" 3 1
14 2 0 "[SUB] Submissive" 4 1
14 3 0 "[FR] Friendly" 1 1
14 4 0 "[SUB] Submissive" 3 1
14 5 0 "[ST] Stressed" 4 1
14 6 0 "[RE] Relaxed" 1 1
14 7 0 "[PL] Playful" 2 1
14 8 0 "[RE] Relaxed" 1 1
14 1 1 "[FR] Friendly" 1 1
14 2 1 NA NA NA
14 3 1 "[FR] Friendly" 1 1
14 4 1 "[RE] Relaxed" 1 1
14 5 1 "[ST] Stressed" 4 1
14 6 1 "[EX] Excitable" 2 1
14 7 1 NA NA NA
14 8 1 "[RE] Relaxed" 1 1
14 1 2 "[RDA] React to Dogs Aggressive" 16 3
14 2 2 NA NA NA
14 3 2 "[FR] Friendly" 1 1
14 4 2 "[RE] Relaxed" 1 1
14 5 2 "[ST] Stressed" 4 1
14 6 2 "[RE] Relaxed" 1 1
14 7 2 "[PL] Playful" 2 1
14 8 2 "[RE] Relaxed" 1 1
14 1 3 NA NA NA
14 2 3 NA NA NA
14 3 3 NA NA NA
14 4 3 NA NA NA
14 5 3 NA NA NA
14 6 3 NA NA NA
14 7 3 NA NA NA
14 8 3 NA NA NA
14 1 4 "[FR] Friendly" 1 1
14 2 4 "[FR] Friendly" 1 1
14 3 4 "[EX] Excitable" 2 1
14 4 4 "[SUB] Submissive" 3 1
14 5 4 "[RDA] React to Dogs Aggressive" 9 3
14 6 4 "[EX] Excitable" 2 1
14 7 4 NA NA NA
14 8 4 "[RE] Relaxed" 1 1
14 1 5 NA NA NA
14 2 5 NA NA NA
14 3 5 "[FR] Friendly" 1 1
14 4 5 "[EX] Excitable" 2 1
14 5 5 "[RDA] React to Dogs Aggressive" 9 3
14 6 5 "[EX] Excitable" 2 1
14 7 5 NA NA NA
14 8 5 "[RE] Relaxed" 1 1
14 1 6 "[RDA] React to Dogs Aggressive" 16 3
14 2 6 NA NA NA
14 3 6 "[FR] Friendly" 1 1
14 4 6 "[EX] Excitable" 2 1
14 5 6 "[RDA] React to Dogs Aggressive" 9 3
14 6 6 "[EX] Excitable" 2 1
14 7 6 NA NA NA
14 8 6 "[RE] Relaxed" 1 1
14 1 7 NA NA NA
14 2 7 NA NA NA
14 3 7 "[EX] Excitable" 2 1
14 4 7 "[RE] Relaxed" 1 1
14 5 7 "[ST] Stressed" 4 1
14 6 7 "[RE] Relaxed" 1 1
14 7 7 "[PL] Playful" 2 1
14 8 7 "[RE] Relaxed" 1 1
14 1 8 NA NA NA
14 2 8 NA NA NA
14 3 8 NA NA NA
14 4 8 NA NA NA
14 5 8 NA NA NA
14 6 8 NA NA NA
14 7 8 NA NA NA
14 8 8 NA NA NA
14 1 9 NA NA NA
14 2 9 NA NA NA
14 3 9 NA NA NA
14 4 9 NA NA NA
14 5 9 NA NA NA
14 6 9 NA NA NA
14 7 9 NA NA NA
14 8 9 NA NA NA
14 1 10 NA NA NA
14 2 10 NA NA NA
14 3 10 "[EX] Excitable" 2 1
14 4 10 "[EX] Excitable" 2 1
14 5 10 "[RDA] React to Dogs Aggressive" 9 3
14 6 10 "[EX] Excitable" 2 1
14 7 10 NA NA NA
14 8 10 "[RE] Relaxed" 1 1
14 1 11 NA NA NA
14 2 11 NA NA NA
14 3 11 NA NA NA
14 4 11 NA NA NA
14 5 11 NA NA NA
14 6 11 NA NA NA
14 7 11 NA NA NA
14 8 11 NA NA NA
14 1 12 NA NA NA
14 2 12 NA NA NA
14 3 12 NA NA NA
14 4 12 NA NA NA
14 5 12 NA NA NA
14 6 12 NA NA NA
14 7 12 NA NA NA
14 8 12 NA NA NA
14 1 13 NA NA NA
14 2 13 "[FR] Friendly" 2 1
14 3 13 "[FR] Friendly" 1 1
14 4 13 "[RE] Relaxed" 1 1
14 5 13 "[ST] Stressed" 4 1
14 6 13 "[RE] Relaxed" 1 1
14 7 13 "[PL] Playful" 2 1
14 8 13 "[RE] Relaxed" 1 1
14 1 14 NA NA NA
14 2 14 NA NA NA
14 3 14 NA NA NA
14 4 14 NA NA NA
14 5 14 NA NA NA
14 6 14 NA NA NA
14 7 14 NA NA NA
14 8 14 NA NA NA
14 1 15 NA NA NA
14 2 15 NA NA NA
14 3 15 NA NA NA
14 4 15 NA NA NA
14 5 15 NA NA NA
14 6 15 NA NA NA
14 7 15 NA NA NA
14 8 15 NA NA NA
14 1 16 NA NA NA
14 2 16 NA NA NA
14 3 16 NA NA NA
14 4 16 NA NA NA
14 5 16 NA NA NA
14 6 16 NA NA NA
14 7 16 NA NA NA
14 8 16 NA NA NA
14 1 17 NA NA NA
14 2 17 NA NA NA
14 3 17 NA NA NA
14 4 17 NA NA NA
14 5 17 NA NA NA
14 6 17 NA NA NA
14 7 17 NA NA NA
14 8 17 NA NA NA
14 1 18 NA NA NA
14 2 18 NA NA NA
14 3 18 NA NA NA
14 4 18 NA NA NA
14 5 18 NA NA NA
14 6 18 NA NA NA
14 7 18 NA NA NA
14 8 18 NA NA NA
14 1 19 NA NA NA
14 2 19 NA NA NA
14 3 19 NA NA NA
14 4 19 NA NA NA
14 5 19 NA NA NA
14 6 19 NA NA NA
14 7 19 NA NA NA
14 8 19 NA NA NA
14 1 20 NA NA NA
14 2 20 NA NA NA
14 3 20 NA NA NA
14 4 20 NA NA NA
14 5 20 NA NA NA
14 6 20 NA NA NA
14 7 20 NA NA NA
14 8 20 NA NA NA
14 1 21 NA NA NA
14 2 21 NA NA NA
14 3 21 NA NA NA
14 4 21 NA NA NA
14 5 21 NA NA NA
14 6 21 NA NA NA
14 7 21 NA NA NA
14 8 21 NA NA NA
14 1 22 NA NA NA
14 2 22 NA NA NA
14 3 22 NA NA NA
14 4 22 NA NA NA
14 5 22 NA NA NA
14 6 22 NA NA NA
14 7 22 NA NA NA
14 8 22 NA NA NA
15 1 0 NA NA NA
15 2 0 NA NA NA
15 3 0 NA NA NA
15 4 0 NA NA NA
15 5 0 NA NA NA
15 6 0 NA NA NA
15 7 0 NA NA NA
15 8 0 NA NA NA
15 1 1 NA NA NA
15 2 1 NA NA NA
15 3 1 NA NA NA
15 4 1 NA NA NA
15 5 1 NA NA NA
15 6 1 NA NA NA
15 7 1 NA NA NA
15 8 1 NA NA NA
15 1 2 "[SE] Sexual" 5 2
15 2 2 "[IN] Independent" 3 1
15 3 2 "[IN] Independent" 3 1
15 4 2 NA NA NA
15 5 2 "[ST] Stressed" 4 1
15 6 2 "[ST+] Stressed+" 5 2
15 7 2 NA NA NA
15 8 2 "[RE] Relaxed" 1 1
15 1 3 "[SE] Sexual" 5 2
15 2 3 "[FR] Friendly" 1 1
15 3 3 "[FR] Friendly" 1 1
15 4 3 "" 1 1
15 5 3 "[ST] Stressed" 4 1
15 6 3 "[RE] Relaxed" 1 1
15 7 3 "[OB] Obsessive" 4 2
15 8 3 "[RE] Relaxed" 1 1
15 1 4 "[PL] Playful" 2 1
15 2 4 NA NA NA
15 3 4 "[FR] Friendly" 1 1
15 4 4 "[RE] Relaxed" 1 1
15 5 4 "[ST] Stressed" 4 1
15 6 4 "[RE] Relaxed" 1 1
15 7 4 "[PL] Playful" 2 1
15 8 4 "[RE] Relaxed" 1 1
15 1 5 NA NA NA
15 2 5 NA NA NA
15 3 5 "[FR] Friendly" 1 1
15 4 5 "[RE] Relaxed" 1 1
15 5 5 "[VO] Vocal" 2 1
15 6 5 "[RE] Relaxed" 1 1
15 7 5 NA NA NA
15 8 5 "[RE] Relaxed" 1 1
15 1 6 NA NA NA
15 2 6 NA NA NA
15 3 6 NA NA NA
15 4 6 NA NA NA
15 5 6 NA NA NA
15 6 6 NA NA NA
15 7 6 NA NA NA
15 8 6 NA NA NA
15 1 7 NA NA NA
15 2 7 "[FR] Friendly" 1 1
15 3 7 "[FR] Friendly" 1 1
15 4 7 "[RE] Relaxed" 1 1
15 5 7 "[VO] Vocal" 2 1
15 6 7 "[RE] Relaxed" 1 1
15 7 7 "[PL] Playful" 2 1
15 8 7 "[RE] Relaxed" 1 1
15 1 8 NA NA NA
15 2 8 NA NA NA
15 3 8 NA NA NA
15 4 8 NA NA NA
15 5 8 NA NA NA
15 6 8 NA NA NA
15 7 8 NA NA NA
15 8 8 NA NA NA
15 1 9 NA NA NA
15 2 9 NA NA NA
15 3 9 NA NA NA
15 4 9 NA NA NA
15 5 9 NA NA NA
15 6 9 NA NA NA
15 7 9 NA NA NA
15 8 9 NA NA NA
15 1 10 NA NA NA
15 2 10 "[FR] Friendly" 1 1
15 3 10 "[FR] Friendly" 1 1
15 4 10 "[RE] Relaxed" 1 1
15 5 10 "[RDA] React to Dogs Aggressive" 9 3
15 6 10 "[RE] Relaxed" 1 1
15 7 10 "[RE] Relaxed" 1 1
15 8 10 "[RE] Relaxed" 1 1
15 1 11 "[IN] Independent" 3 1
15 2 11 NA NA NA
15 3 11 "[FR] Friendly" 1 1
15 4 11 NA NA NA
15 5 11 "[ST] Stressed" 4 1
15 6 11 "[RE] Relaxed" 1 1
15 7 11 NA NA NA
15 8 11 "[RE] Relaxed" 1 1
15 1 12 NA NA NA
15 2 12 NA NA NA
15 3 12 NA NA NA
15 4 12 NA NA NA
15 5 12 NA NA NA
15 6 12 NA NA NA
15 7 12 NA NA NA
15 8 12 NA NA NA
15 1 13 NA NA NA
15 2 13 NA NA NA
15 3 13 NA NA NA
15 4 13 "[EX] Excitable" 2 1
15 5 13 NA NA NA
15 6 13 NA NA NA
15 7 13 NA NA NA
15 8 13 "[RE] Relaxed" 1 1
15 1 14 NA NA NA
15 2 14 NA NA NA
15 3 14 NA NA NA
15 4 14 NA NA NA
15 5 14 NA NA NA
15 6 14 NA NA NA
15 7 14 NA NA NA
15 8 14 NA NA NA
15 1 15 NA NA NA
15 2 15 "[FR] Friendly" 1 1
15 3 15 NA NA NA
15 4 15 "[RE] Relaxed" 1 1
15 5 15 "[ST] Stressed" 4 1
15 6 15 "[EX] Excitable" 2 1
15 7 15 NA NA NA
15 8 15 "[NM] Not Motivated" 3 1
15 1 16 NA NA NA
15 2 16 NA NA NA
15 3 16 "[EX] Excitable" 2 1
15 4 16 "[RE] Relaxed" 1 1
15 5 16 "[ST] Stressed" 4 1
15 6 16 "[EX] Excitable" 2 1
15 7 16 "[PL] Playful" 2 1
15 8 16 "[RE] Relaxed" 1 1
15 1 17 NA NA NA
15 2 17 "[FR] Friendly" 1 1
15 3 17 "[FR] Friendly" 1 1
15 4 17 "[RE] Relaxed" 1 1
15 5 17 "[ST] Stressed" 4 1
15 6 17 "[EX] Excitable" 2 1
15 7 17 "[PL] Playful" 2 1
15 8 17 "[RE] Relaxed" 1 1
15 1 18 NA NA NA
15 2 18 "[FR] Friendly" 1 1
15 3 18 "[FR] Friendly" 1 1
15 4 18 "[RE] Relaxed" 1 1
15 5 18 "[ST+] Stressed+" 5 2
15 6 18 "[RE] Relaxed" 1 1
15 7 18 "[PL] Playful" 2 1
15 8 18 "[RE] Relaxed" 1 1
15 1 19 NA NA NA
15 2 19 NA NA NA
15 3 19 NA NA NA
15 4 19 NA NA NA
15 5 19 NA NA NA
15 6 19 NA NA NA
15 7 19 NA NA NA
15 8 19 NA NA NA
15 1 20 NA NA NA
15 2 20 NA NA NA
15 3 20 NA NA NA
15 4 20 NA NA NA
15 5 20 NA NA NA
15 6 20 NA NA NA
15 7 20 NA NA NA
15 8 20 NA NA NA
15 1 21 NA NA NA
15 2 21 NA NA NA
15 3 21 NA NA NA
15 4 21 NA NA NA
15 5 21 NA NA NA
15 6 21 NA NA NA
15 7 21 NA NA NA
15 8 21 NA NA NA
15 1 22 NA NA NA
15 2 22 NA NA NA
15 3 22 NA NA NA
15 4 22 NA NA NA
15 5 22 NA NA NA
15 6 22 NA NA NA
15 7 22 NA NA NA
15 8 22 NA NA NA
15 1 23 NA NA NA
15 2 23 NA NA NA
15 3 23 NA NA NA
15 4 23 NA NA NA
15 5 23 NA NA NA
15 6 23 NA NA NA
15 7 23 NA NA NA
15 8 23 NA NA NA
15 1 24 NA NA NA
15 2 24 NA NA NA
15 3 24 NA NA NA
15 4 24 NA NA NA
15 5 24 NA NA NA
15 6 24 NA NA NA
15 7 24 NA NA NA
15 8 24 NA NA NA
15 1 25 NA NA NA
15 2 25 "[FR] Friendly" 1 1
15 3 25 "[FR] Friendly" 1 1
15 4 25 "[RE] Relaxed" 1 1
15 5 25 "[ST+] Stressed+" 5 2
15 6 25 "[RE] Relaxed" 1 1
15 7 25 "[PL] Playful" 2 1
15 8 25 "[RE] Relaxed" 1 1
15 1 26 NA NA NA
15 2 26 "[FR] Friendly" 1 1
15 3 26 NA NA NA
15 4 26 "[RE] Relaxed" 1 1
15 5 26 "[RDNA] React to Dogs Non-Aggressive" 6 2
15 6 26 "[RE] Relaxed" 1 1
15 7 26 "[PL] Playful" 2 1
15 8 26 "[RE] Relaxed" 1 1
15 1 27 NA NA NA
15 2 27 "[FR] Friendly" 1 1
15 3 27 "[FR] Friendly" 1 1
15 4 27 "[RE] Relaxed" 1 1
15 5 27 "[ST] Stressed" 4 1
15 6 27 NA NA NA
15 7 27 "[OB] Obsessive" 4 2
15 8 27 "[RE] Relaxed" 1 1
15 1 28 NA NA NA
15 2 28 NA NA NA
15 3 28 "[FR] Friendly" 1 1
15 4 28 "[EX] Excitable" 2 1
15 5 28 "[ST] Stressed" 4 1
15 6 28 NA NA NA
15 7 28 NA NA NA
15 8 28 "[NM] Not Motivated" 3 1
15 1 29 NA NA NA
15 2 29 NA NA NA
15 3 29 "[FR] Friendly" 1 1
